approved_bal,sex,education,marriage,age,status,balance,payment,utilization,default
280000,2,2,1,52,0,50667,2007,0.18095357142857144,0
230000,1,1,2,29,0,121344,6317,0.5275826086956522,0
300000,1,2,2,35,0,276536,26531,0.9217866666666666,0
20000,2,2,1,41,0,6565,0,0.32825,0
80000,2,2,2,26,0,27041,5879,0.3380125,0
20000,1,2,2,24,8,24348,0,1.2174,0
220000,1,1,2,34,0,17875,3431,0.08125,1
210000,2,2,1,44,0,73487,3748,0.3499380952380952,0
130000,1,3,2,49,2,60273,2536,0.46363846153846155,1
400000,1,1,1,66,0,258070,47000,0.645175,0
120000,2,1,2,25,0,9642,12557,0.08035,0
460000,2,2,1,33,0,128302,2371,0.27891739130434784,0
230000,2,1,1,42,0,2915,4203,0.012673913043478261,0
210000,1,2,2,28,0,187992,8500,0.8952,0
30000,2,2,2,23,0,318,0,0.0106,0
50000,2,3,1,39,0,41250,1501,0.825,0
250000,2,1,2,29,0,1181,1545,0.004724,0
50000,2,2,2,25,3,35592,1800,0.71184,1
40000,1,2,1,38,2,33152,1300,0.8288,1
230000,1,2,1,35,0,28827,8000,0.12533478260869566,0
210000,1,1,2,33,1,0,0,0.0,1
60000,1,2,2,30,0,15145,2000,0.2524166666666667,1
500000,2,1,1,41,0,190730,8501,0.38146,0
110000,2,2,2,28,0,81449,4000,0.7404454545454545,0
400000,1,1,1,44,0,95719,4652,0.2392975,0
280000,1,1,1,51,0,1323,445,0.004725,0
60000,1,2,1,35,0,22226,1292,0.37043333333333334,0
100000,1,3,1,47,0,3933,1000,0.03933,0
230000,2,2,2,42,0,64489,3100,0.2803869565217391,0
80000,2,3,2,24,1,0,0,0.0,0
110000,2,2,1,43,0,45021,2100,0.4092818181818182,0
390000,1,1,1,47,0,9361,0,0.024002564102564104,0
150000,2,2,2,39,1,21019,1602,0.14012666666666668,0
180000,1,2,2,29,1,5265,0,0.02925,1
500000,1,1,2,32,1,-218,1000,-0.000436,0
50000,1,3,1,32,2,39589,1500,0.79178,1
20000,2,3,2,49,0,8503,3008,0.42515,0
130000,2,2,2,24,1,-10,0,-7.692307692307693e-05,0
110000,2,3,1,27,0,61152,2326,0.5559272727272727,0
200000,1,2,1,29,0,45982,2078,0.22991,0
50000,2,2,1,47,0,48991,2000,0.97982,0
130000,1,1,2,29,0,126974,5988,0.9767230769230769,0
260000,1,2,2,28,0,149814,107000,0.5762076923076923,0
180000,1,2,1,30,0,220,4686,0.0012222222222222222,0
330000,2,1,1,29,0,730,213,0.002212121212121212,0
80000,2,2,2,29,1,54033,0,0.6754125,0
320000,1,1,2,32,0,752,0,0.00235,1
20000,1,2,2,38,0,10462,10287,0.5231,0
50000,2,3,2,43,2,2400,0,0.048,1
210000,2,3,1,40,0,201169,16286,0.957947619047619,0
420000,1,2,2,31,2,239293,0,0.5697452380952381,1
210000,2,2,2,35,0,2593,0,0.012347619047619048,0
160000,2,2,1,42,0,35815,3000,0.22384375,0
20000,2,1,2,25,0,17776,1700,0.8888,0
360000,1,1,2,35,0,2010,2936,0.005583333333333333,0
30000,1,2,3,50,2,11479,2000,0.3826333333333333,1
50000,1,2,2,27,1,-697,49900,-0.01394,0
30000,2,2,2,24,0,28008,2000,0.9336,0
280000,2,2,2,24,0,1006,1855,0.003592857142857143,0
30000,2,3,2,24,2,30279,1500,1.0093,1
20000,1,2,2,33,0,12518,1300,0.6259,0
300000,2,1,1,51,0,108639,4107,0.36213,0
180000,2,1,2,35,0,1880,0,0.010444444444444444,0
20000,2,2,1,24,4,16549,0,0.82745,1
80000,2,3,1,39,0,4948,1000,0.06185,0
20000,2,2,1,47,0,19553,1417,0.97765,0
60000,1,1,2,29,0,31462,6037,0.5243666666666666,0
20000,1,2,2,22,0,18743,3000,0.93715,0
30000,2,3,1,67,1,30734,0,1.0244666666666666,0
50000,1,1,2,33,1,26957,2000,0.53914,1
80000,1,1,1,47,0,49735,25144,0.6216875,0
170000,2,2,2,24,0,1166,3000,0.006858823529411764,1
160000,1,1,1,36,0,816,316,0.0051,1
130000,1,1,2,27,1,60024,4000,0.4617230769230769,0
30000,2,2,1,34,2,31746,1800,1.0582,1
120000,2,2,2,25,3,87057,0,0.725475,1
150000,2,1,1,49,0,850,0,0.005666666666666667,1
100000,2,3,1,24,1,56341,0,0.56341,1
30000,1,2,2,24,2,25851,1779,0.8617,1
160000,2,2,2,45,0,2057,2147,0.01285625,0
120000,2,3,1,48,0,2468,7890,0.020566666666666667,0
160000,2,1,2,40,0,67925,3509,0.42453125,0
340000,2,1,1,35,1,-8,1730,-2.3529411764705884e-05,1
240000,1,3,1,55,0,25631,2500,0.10679583333333334,0
30000,2,3,1,42,1,30607,10,1.0202333333333333,0
50000,1,2,1,54,0,47872,2000,0.95744,0
200000,1,2,2,25,1,0,0,0.0,1
80000,2,2,2,44,0,17047,1435,0.2130875,0
50000,2,2,2,41,2,5025,0,0.1005,1
130000,2,2,1,29,0,18157,2000,0.13966923076923077,0
290000,1,1,1,57,1,0,0,0.0,1
30000,2,3,1,44,0,27631,2000,0.9210333333333334,1
340000,1,3,1,40,0,77181,5305,0.2270029411764706,0
180000,2,1,2,28,0,651,1883,0.0036166666666666665,0
60000,2,1,2,23,0,59423,5500,0.9903833333333333,0
390000,2,1,2,25,0,83514,4013,0.21413846153846153,0
460000,1,1,1,35,0,384919,15045,0.8367804347826087,0
500000,1,1,1,51,0,396402,14034,0.792804,0
30000,2,2,1,44,0,8347,1500,0.27823333333333333,0
80000,2,2,2,25,1,28789,2998,0.3598625,0
250000,2,2,1,41,0,37137,51811,0.148548,0
280000,2,1,2,26,0,146130,5042,0.5218928571428572,0
30000,2,2,2,26,2,25615,5000,0.8538333333333333,1
30000,1,1,2,28,2,22329,2000,0.7443,1
20000,1,2,2,27,1,19443,0,0.97215,1
100000,2,3,1,29,4,175441,0,1.75441,1
180000,1,2,2,32,0,1071,1671,0.00595,1
80000,2,1,2,25,0,3409,1144,0.0426125,0
220000,1,1,2,31,0,163148,5725,0.7415818181818182,0
170000,2,2,2,26,0,141476,5113,0.8322117647058823,0
140000,2,1,2,29,2,97905,4700,0.6993214285714285,1
20000,1,1,2,29,2,10512,2000,0.5256,1
100000,2,3,1,38,0,62427,2500,0.62427,0
50000,2,3,1,47,0,32516,1870,0.65032,0
300000,2,2,2,30,0,2186,0,0.007286666666666667,0
30000,2,3,2,25,0,26769,1500,0.8923,0
50000,1,3,1,53,0,49696,2000,0.99392,0
160000,1,2,2,37,0,3090,52165,0.0193125,0
80000,1,2,2,27,0,45920,5013,0.574,0
140000,2,2,1,28,0,132070,6000,0.9433571428571429,0
20000,1,2,2,23,1,19403,0,0.97015,1
50000,1,3,1,51,0,17453,8338,0.34906,0
200000,2,1,2,34,1,0,0,0.0,1
80000,2,2,1,23,0,780,0,0.00975,1
80000,2,2,2,27,1,81635,3716,1.0204375,0
210000,2,1,2,39,0,6000,0,0.02857142857142857,0
260000,1,2,1,28,0,26303,5030,0.10116538461538462,0
110000,2,2,1,33,2,110327,5332,1.0029727272727273,1
10000,1,2,2,23,0,5857,1117,0.5857,0
200000,1,1,2,30,0,91936,7500,0.45968,0
300000,1,1,2,31,0,360,360,0.0012,1
360000,2,1,1,39,0,7001,1224,0.019447222222222223,0
290000,2,2,1,32,0,78200,3700,0.2696551724137931,0
30000,1,3,1,26,1,30814,0,1.0271333333333332,1
300000,1,1,1,47,0,0,225,0.0,0
300000,2,1,2,28,0,986,2964,0.0032866666666666665,0
210000,2,3,2,45,0,316,312,0.0015047619047619048,0
50000,1,3,1,36,0,74969,2846,1.49938,1
340000,2,1,2,26,0,337871,11208,0.9937382352941176,0
330000,1,1,1,34,0,138009,7015,0.4182090909090909,1
220000,2,1,2,28,0,44109,5000,0.20049545454545453,0
100000,2,2,2,30,0,23939,1500,0.23939,0
260000,1,1,2,30,0,399,399,0.0015346153846153847,1
180000,1,2,2,30,0,440,30404,0.0024444444444444444,0
200000,1,2,1,44,0,780,390,0.0039,0
110000,2,3,2,41,0,90599,2213,0.8236272727272728,1
20000,1,2,2,48,0,7186,2000,0.3593,1
60000,1,1,2,25,0,13123,1500,0.21871666666666667,0
30000,1,3,1,28,2,23848,700,0.7949333333333334,1
30000,2,1,2,24,2,31202,2415,1.0400666666666667,1
420000,2,1,1,37,0,38386,316,0.0913952380952381,1
340000,1,1,1,34,0,332,332,0.0009764705882352941,1
270000,1,2,1,38,1,0,0,0.0,0
230000,2,1,2,25,0,736,645,0.0032,0
50000,2,2,1,33,0,47327,2200,0.94654,0
230000,2,1,2,28,0,-5,2153,-2.173913043478261e-05,0
200000,2,1,1,38,0,-3,690,-1.5e-05,0
100000,2,2,2,24,0,101887,4902,1.01887,0
150000,2,2,1,47,0,153404,6900,1.0226933333333332,0
50000,1,3,2,28,0,46709,1690,0.93418,0
60000,1,2,2,29,0,34081,2000,0.5680166666666666,0
70000,2,2,2,30,0,10149,2000,0.14498571428571427,0
20000,1,2,2,23,0,5044,1011,0.2522,0
50000,2,2,2,25,0,24408,1300,0.48816,0
500000,2,1,1,33,2,1569,0,0.003138,0
390000,1,3,1,49,1,0,0,0.0,0
90000,2,1,2,27,0,0,0,0.0,0
10000,1,2,2,22,0,5748,1189,0.5748,0
30000,1,2,2,24,0,390,390,0.013,1
240000,1,3,1,35,1,-2,0,-8.333333333333334e-06,1
180000,2,1,2,29,0,36567,1682,0.20315,0
70000,2,2,2,23,0,22658,9397,0.3236857142857143,0
50000,1,2,2,26,0,1530,750,0.0306,0
20000,1,3,1,46,0,11325,1519,0.56625,0
260000,2,2,1,36,0,200593,8500,0.7715115384615384,1
250000,2,1,1,42,0,25298,0,0.101192,0
20000,1,1,1,49,0,1044,0,0.0522,0
210000,1,3,1,37,0,2359,1519,0.011233333333333333,0
100000,2,1,1,35,2,47253,3000,0.47253,1
100000,1,1,2,28,0,72970,30000,0.7297,0
230000,2,2,1,34,0,2329,1894,0.01012608695652174,0
20000,1,2,2,25,0,13896,2000,0.6948,1
40000,1,1,2,24,0,30096,1300,0.7524,1
100000,1,3,1,51,0,54530,55000,0.5453,0
20000,1,3,2,26,0,16514,1306,0.8257,0
140000,1,2,2,32,0,31367,1614,0.22405,0
50000,1,3,2,23,2,44470,7800,0.8894,0
30000,2,2,2,26,0,17341,485,0.5780333333333333,0
80000,1,2,2,28,0,15268,1315,0.19085,0
20000,2,3,1,31,0,15654,1330,0.7827,1
210000,2,1,2,26,0,9899,1008,0.047138095238095236,0
220000,2,1,3,33,0,3378,1531,0.015354545454545454,0
150000,2,1,1,30,0,40046,7995,0.26697333333333334,0
200000,1,1,2,28,0,508,10712,0.00254,0
200000,2,1,2,28,2,68398,6900,0.34199,1
50000,1,2,2,39,0,26813,1708,0.53626,0
80000,2,1,2,28,0,9782,2001,0.122275,0
310000,2,1,2,32,0,20138,8267,0.06496129032258065,1
210000,1,1,2,29,0,140619,7000,0.6696142857142857,0
140000,1,1,1,40,2,136785,5051,0.9770357142857143,1
20000,2,2,1,32,0,15498,1600,0.7749,0
10000,2,1,2,23,1,0,0,0.0,0
250000,2,1,2,30,0,5607,10000,0.022428,0
210000,1,2,1,48,0,8666,8666,0.04126666666666667,0
10000,1,2,2,54,0,5186,3300,0.5186,0
60000,2,3,1,59,0,59174,3298,0.9862333333333333,0
180000,2,1,2,38,0,184650,0,1.0258333333333334,0
10000,2,1,2,31,1,0,0,0.0,0
200000,2,1,1,41,0,0,5932,0.0,0
120000,2,1,2,29,0,1171,1000,0.009758333333333334,0
160000,2,2,1,28,0,54232,2100,0.33895,0
180000,1,1,1,48,0,167140,8000,0.9285555555555556,0
60000,2,3,1,42,0,58186,2382,0.9697666666666667,0
80000,1,2,1,27,0,73000,5000,0.9125,0
200000,1,1,2,27,0,9747,10051,0.048735,0
20000,2,3,2,22,1,18590,0,0.9295,1
360000,2,2,2,31,0,17582,0,0.04883888888888889,0
140000,2,1,2,43,1,147560,3,1.054,0
110000,2,3,1,46,0,94025,8942,0.8547727272727272,1
360000,2,1,1,33,1,-200,0,-0.0005555555555555556,0
30000,2,1,2,22,0,3963,6222,0.1321,0
100000,1,2,2,25,0,76222,4700,0.76222,0
60000,1,3,2,34,0,35187,1616,0.58645,1
130000,2,1,2,32,1,0,0,0.0,0
240000,2,2,2,34,0,5516,4950,0.022983333333333335,0
210000,2,2,1,35,2,61189,3100,0.29137619047619046,1
360000,1,1,2,25,0,586,14076,0.0016277777777777777,0
30000,2,2,2,22,1,22167,1000,0.7389,0
480000,1,1,1,49,1,-220,39149,-0.0004583333333333333,0
50000,2,1,1,42,0,4908,3000,0.09816,0
20000,1,3,2,41,0,9186,1200,0.4593,0
160000,2,2,2,27,0,490,3085,0.0030625,0
90000,2,2,2,24,0,14520,1240,0.16133333333333333,0
500000,1,1,1,43,0,640,600,0.00128,0
130000,2,3,2,36,1,0,0,0.0,1
250000,1,3,1,62,0,38924,5000,0.155696,0
10000,1,3,2,25,2,4693,1300,0.4693,1
340000,1,1,2,30,0,1933,1000,0.005685294117647059,0
60000,1,3,2,24,0,15527,2000,0.2587833333333333,0
50000,1,2,1,47,0,48308,2200,0.96616,0
170000,1,2,2,34,0,7885,2336,0.04638235294117647,0
490000,1,3,1,51,0,389,377,0.0007938775510204081,1
20000,2,2,1,26,0,17679,1300,0.88395,1
550000,1,2,1,47,0,68328,10000,0.12423272727272727,0
340000,2,2,2,39,0,66623,2500,0.19595,0
10000,1,2,2,32,0,9576,1384,0.9576,0
230000,2,2,2,25,0,0,0,0.0,0
30000,1,2,1,39,1,29388,0,0.9796,0
200000,2,2,2,42,0,73032,12928,0.36516,0
450000,2,1,1,37,0,13371,4000,0.029713333333333335,0
380000,1,3,1,44,0,329877,12055,0.8680973684210527,1
50000,2,2,1,31,2,29767,1615,0.59534,1
80000,2,1,2,27,0,23107,5034,0.2888375,0
150000,2,2,1,42,1,0,0,0.0,1
50000,2,2,2,44,0,49006,2000,0.98012,0
210000,2,1,2,39,1,0,0,0.0,0
100000,2,2,2,24,0,59712,3000,0.59712,0
100000,1,2,2,38,0,25994,1994,0.25994,0
500000,1,1,1,45,0,3136,2002,0.006272,0
30000,2,3,1,58,0,9819,1230,0.3273,0
50000,1,2,2,46,0,53541,31483,1.07082,0
50000,2,2,2,23,0,0,0,0.0,0
420000,2,2,1,36,0,3663,4338,0.008721428571428571,0
30000,2,2,1,32,2,28156,0,0.9385333333333333,1
240000,1,1,2,32,0,240790,6892,1.0032916666666667,0
80000,2,3,1,55,0,69116,2500,0.86395,0
330000,1,1,2,45,0,265362,7500,0.8041272727272727,1
50000,1,2,1,30,1,49371,1800,0.98742,1
210000,2,1,1,34,1,-300,0,-0.0014285714285714286,0
130000,1,2,2,31,1,70722,0,0.5440153846153846,0
390000,1,1,2,28,0,10439,15007,0.026766666666666668,0
100000,1,3,1,40,0,12878,2000,0.12878,0
140000,2,1,1,33,0,85314,4000,0.6093857142857143,0
80000,2,3,1,35,2,70002,3100,0.875025,1
50000,2,3,1,42,1,44498,3240,0.88996,1
50000,1,2,2,25,0,21316,2375,0.42632,0
360000,1,1,1,39,1,0,0,0.0,0
170000,2,2,1,49,1,153322,0,0.9018941176470588,1
50000,1,2,2,41,0,48152,2043,0.96304,0
310000,2,1,2,25,2,266270,11677,0.8589354838709677,1
210000,1,1,2,31,0,326,326,0.0015523809523809524,1
140000,1,2,1,37,0,90186,2805,0.6441857142857143,0
150000,2,1,2,37,0,127111,3878,0.8474066666666666,0
170000,1,1,1,40,0,2000,2210,0.011764705882352941,1
260000,2,1,2,25,0,148,7,0.0005692307692307692,1
170000,2,1,2,26,0,99387,5250,0.5846294117647058,0
310000,2,1,2,35,1,0,0,0.0,0
50000,2,3,2,23,0,34364,1861,0.68728,0
260000,2,1,1,35,2,1013,0,0.003896153846153846,1
100000,1,1,2,27,0,36014,4200,0.36014,1
40000,2,2,1,25,0,40633,4300,1.015825,0
180000,2,1,1,46,1,82505,6000,0.4583611111111111,0
50000,1,3,1,41,2,26184,3500,0.52368,0
200000,1,1,2,29,0,4810,0,0.02405,1
320000,2,2,1,53,0,33589,3000,0.104965625,0
220000,2,1,2,45,0,4624,2888,0.021018181818181818,0
180000,1,2,1,46,0,60005,3000,0.3333611111111111,0
50000,2,2,2,36,0,94228,2000,1.88456,1
50000,2,2,2,22,0,29637,1826,0.59274,0
150000,2,1,2,32,0,83275,3006,0.5551666666666667,0
120000,2,1,1,38,0,6856,19600,0.057133333333333335,0
30000,1,2,2,34,0,29302,1530,0.9767333333333333,0
380000,1,1,2,34,0,34869,6336,0.09176052631578947,0
320000,2,1,1,38,1,0,0,0.0,1
30000,2,2,2,41,0,1448,1261,0.048266666666666666,0
470000,1,2,2,29,0,72830,4003,0.15495744680851065,0
80000,2,3,1,40,0,75768,3500,0.9471,0
20000,1,2,1,60,0,8570,2620,0.4285,0
120000,1,1,1,51,0,125702,8300,1.0475166666666667,0
150000,2,1,2,37,1,0,0,0.0,0
200000,2,2,2,43,0,180680,8155,0.9034,0
20000,1,2,2,40,0,45429,2819,2.27145,0
170000,2,3,1,36,0,85780,2906,0.5045882352941177,0
150000,2,1,2,34,0,900,0,0.006,0
160000,1,2,2,30,0,632,0,0.00395,0
280000,2,1,2,32,0,45536,11509,0.16262857142857143,0
60000,1,1,1,42,2,39986,2000,0.6664333333333333,1
100000,1,3,1,44,0,39649,5000,0.39649,0
360000,1,2,2,48,0,68032,4500,0.18897777777777777,0
500000,2,1,1,44,0,71921,368199,0.143842,0
290000,2,1,2,30,0,284239,11000,0.9801344827586207,1
160000,2,1,2,31,0,0,0,0.0,0
50000,1,2,1,47,0,22923,1400,0.45846,0
250000,2,2,1,35,0,27107,10000,0.108428,0
350000,1,1,1,42,0,3800,3138,0.010857142857142857,0
100000,2,2,1,22,0,99415,4600,0.99415,0
30000,1,2,2,33,1,31956,0,1.0652,0
20000,2,3,2,40,0,9755,894,0.48775,0
30000,2,3,2,26,0,28063,1700,0.9354333333333333,0
150000,2,3,2,47,0,103226,2627,0.6881733333333333,0
30000,1,2,1,36,1,22327,0,0.7442333333333333,0
10000,1,3,2,23,0,6001,2000,0.6001,0
50000,2,3,2,47,0,17569,1613,0.35138,0
50000,2,1,2,22,0,4124,1070,0.08248,0
130000,2,2,2,23,2,6271,1500,0.048238461538461536,0
50000,2,3,2,22,0,47066,2300,0.94132,0
180000,2,2,2,25,0,177633,5203,0.98685,0
30000,1,2,1,47,2,24081,6155,0.8027,1
60000,2,2,2,24,0,29717,2076,0.49528333333333335,0
200000,1,1,2,26,0,16811,5023,0.084055,0
30000,2,3,2,23,0,18292,1000,0.6097333333333333,0
320000,2,2,2,36,0,262613,10043,0.820665625,0
360000,2,1,1,37,0,1605,14,0.004458333333333333,0
60000,2,1,1,39,0,56045,5000,0.9340833333333334,0
50000,2,2,2,28,0,13733,2037,0.27466,0
30000,1,2,2,35,2,27143,1800,0.9047666666666667,0
50000,2,2,1,31,1,34644,0,0.69288,0
70000,2,1,2,24,0,42105,1614,0.6015,0
310000,1,1,2,44,1,-42,7323,-0.00013548387096774193,0
170000,2,2,2,39,0,2860,15643,0.016823529411764706,0
150000,1,1,1,49,0,111348,6000,0.74232,0
120000,2,1,2,30,0,3333,0,0.027775,0
100000,2,1,2,33,0,75374,2000,0.75374,0
140000,1,1,2,41,2,138379,9000,0.9884214285714286,1
180000,2,3,1,47,0,14525,1347,0.08069444444444444,0
20000,2,3,1,51,0,19684,1000,0.9842,0
80000,2,2,2,25,1,0,0,0.0,0
200000,2,2,1,39,0,178665,3677,0.893325,0
200000,1,2,2,27,0,25334,2204,0.12667,0
30000,1,3,1,42,0,14617,6000,0.48723333333333335,0
250000,2,2,2,40,0,0,1069,0.0,0
50000,1,3,2,30,1,31217,3000,0.62434,0
140000,2,1,2,25,0,23409,2000,0.16720714285714286,0
170000,2,2,2,31,2,520,1339,0.003058823529411765,0
240000,2,2,2,47,0,316,21359,0.0013166666666666667,0
140000,2,1,1,37,0,135134,6703,0.9652428571428572,0
50000,2,2,1,28,0,50998,2209,1.01996,0
240000,2,2,1,47,1,124425,10839,0.5184375,1
420000,2,2,1,57,0,666,2629,0.0015857142857142858,0
220000,1,1,1,53,0,1136,642,0.005163636363636363,0
70000,2,2,1,28,0,44230,1747,0.6318571428571429,0
90000,1,2,2,28,0,55779,2100,0.6197666666666667,0
220000,2,1,1,40,0,0,0,0.0,0
200000,2,1,2,27,0,9314,2020,0.04657,0
240000,1,3,1,55,0,229254,8737,0.955225,0
310000,2,3,2,28,0,19610,10000,0.06325806451612903,0
80000,2,2,1,34,2,76142,6611,0.951775,1
290000,2,2,1,38,0,144160,6000,0.49710344827586206,0
260000,1,2,1,43,0,175247,8500,0.674026923076923,1
120000,1,1,1,43,1,0,0,0.0,1
260000,2,1,1,32,0,598,2268,0.0023,0
360000,2,2,2,39,0,655,0,0.0018194444444444445,0
30000,2,3,1,36,0,7963,1321,0.26543333333333335,1
30000,2,2,2,22,0,27444,2000,0.9148,1
20000,1,1,2,22,0,3281,1100,0.16405,0
240000,2,2,2,25,0,175764,6500,0.73235,0
200000,1,2,1,31,7,254266,0,1.27133,1
70000,1,2,2,38,0,27000,5600,0.38571428571428573,0
200000,2,1,2,23,0,488,878,0.00244,0
150000,2,1,2,31,0,18395,312,0.12263333333333333,0
160000,2,2,1,35,0,17742,2000,0.1108875,0
180000,2,1,2,30,0,113647,3000,0.6313722222222222,0
190000,1,2,1,39,0,144414,7000,0.7600736842105263,0
20000,2,2,1,22,0,15749,1500,0.78745,0
150000,1,1,2,27,0,82494,3100,0.54996,0
310000,1,2,1,35,0,7589,2000,0.024480645161290324,0
180000,2,2,1,36,0,98736,6025,0.5485333333333333,0
80000,2,2,2,24,0,81908,5501,1.02385,1
350000,2,2,1,41,0,85339,5000,0.24382571428571428,0
50000,2,2,1,47,0,32547,1582,0.65094,0
90000,2,2,2,23,2,87669,3499,0.9741,0
220000,1,2,1,35,0,112460,8500,0.5111818181818182,0
50000,2,1,2,25,2,43870,0,0.8774,1
90000,1,3,1,46,0,1651,0,0.018344444444444444,0
400000,2,2,1,30,0,161226,5000,0.403065,0
210000,2,3,1,40,0,2309,4791,0.010995238095238094,0
180000,2,2,1,39,2,177113,7800,0.9839611111111111,1
500000,1,1,1,55,0,3925,11253,0.00785,0
260000,2,2,1,39,2,228443,10698,0.878626923076923,1
180000,2,2,2,26,0,7149,5946,0.039716666666666664,0
180000,2,2,1,34,0,8000,0,0.044444444444444446,1
30000,2,1,2,24,0,22236,1696,0.7412,0
360000,2,1,2,33,0,31482,5119,0.08745,0
280000,2,1,1,47,0,2002,0,0.00715,0
100000,2,1,2,27,1,53213,6,0.53213,1
50000,2,2,1,49,0,49467,1472,0.98934,0
20000,1,3,1,31,0,17557,1466,0.87785,0
80000,2,3,2,27,0,1672,0,0.0209,1
50000,1,1,3,25,1,6300,9195,0.126,1
50000,2,2,1,50,0,48119,1554,0.96238,1
20000,1,1,2,33,0,16117,1285,0.80585,0
200000,2,3,1,41,0,98184,5143,0.49092,0
150000,2,1,1,33,1,0,0,0.0,1
50000,1,1,2,23,1,0,0,0.0,1
200000,2,1,1,38,0,1779,1354,0.008895,0
220000,1,2,1,38,0,147048,6364,0.6684,0
60000,2,2,1,36,0,0,2426,0.0,0
100000,1,2,2,43,0,47730,1808,0.4773,0
20000,1,3,3,46,0,15523,2000,0.77615,0
140000,1,2,2,28,1,82265,5747,0.5876071428571429,1
50000,1,2,1,46,0,48677,2000,0.97354,1
50000,1,1,2,28,0,28639,2100,0.57278,0
120000,2,2,1,30,0,686,686,0.005716666666666667,0
120000,2,1,1,39,1,0,0,0.0,0
30000,1,2,2,38,0,28637,2002,0.9545666666666667,0
180000,2,1,2,26,1,0,0,0.0,0
500000,1,1,1,46,0,53049,16018,0.106098,0
420000,1,1,1,44,0,337792,12011,0.8042666666666667,0
20000,2,2,1,45,0,14296,1262,0.7148,0
50000,2,2,2,24,0,39083,1700,0.78166,1
260000,2,2,2,30,0,19674,2000,0.07566923076923077,0
50000,1,2,2,27,0,47481,1910,0.94962,0
50000,2,1,2,26,0,750,0,0.015,0
50000,2,2,2,49,0,43342,2100,0.86684,0
100000,1,2,1,49,0,69896,2588,0.69896,0
50000,2,1,2,24,4,38965,0,0.7793,1
180000,2,1,2,27,0,174546,8269,0.9697,0
240000,2,1,1,38,1,0,0,0.0,0
30000,1,2,1,38,2,28484,1905,0.9494666666666667,0
30000,2,3,1,60,0,5867,0,0.19556666666666667,1
270000,2,1,1,45,0,96175,3626,0.3562037037037037,0
30000,2,3,1,57,0,347,1353,0.011566666666666666,1
200000,2,2,1,31,0,1319,4997,0.006595,1
40000,2,2,1,29,0,8801,1000,0.220025,1
360000,2,1,1,31,0,0,18540,0.0,0
150000,2,3,1,57,0,5483,9136,0.036553333333333334,0
80000,2,2,2,24,0,9933,1370,0.1241625,1
300000,2,1,1,32,1,-227,45018,-0.0007566666666666667,0
220000,1,2,1,32,0,202010,3746,0.9182272727272728,0
110000,2,2,1,42,0,776,776,0.007054545454545455,0
50000,1,1,2,30,0,11787,1300,0.23574,0
50000,2,3,2,60,0,31164,1756,0.62328,0
230000,2,1,1,37,0,400,20123,0.0017391304347826088,0
50000,1,1,1,27,2,43333,4000,0.86666,1
240000,2,2,3,39,0,171907,7200,0.7162791666666667,0
130000,2,1,2,26,0,20054,1298,0.15426153846153845,0
160000,2,1,2,34,0,43729,2045,0.27330625,0
210000,2,1,2,31,0,121697,5000,0.5795095238095238,0
210000,2,2,2,32,0,1952,1526,0.009295238095238096,0
330000,1,1,2,47,0,240063,9500,0.7274636363636363,0
110000,2,2,1,51,0,10141,1500,0.09219090909090909,0
120000,2,2,2,28,1,108993,5500,0.908275,0
100000,2,1,2,29,0,5466,5652,0.05466,0
210000,2,2,2,34,0,63672,2200,0.3032,0
350000,2,1,2,31,0,181550,10000,0.5187142857142857,0
180000,2,2,2,25,0,141836,5124,0.7879777777777778,0
150000,2,1,2,28,0,66296,3000,0.44197333333333333,0
50000,1,1,3,37,1,49457,0,0.98914,0
230000,2,3,1,47,0,5482,15900,0.02383478260869565,0
30000,2,2,1,39,2,9884,0,0.3294666666666667,1
90000,2,2,1,24,2,86643,3881,0.9627,1
390000,2,2,1,24,0,16406,1500,0.04206666666666667,0
50000,2,2,2,25,2,15679,1100,0.31358,1
320000,1,2,1,39,0,51058,1240,0.15955625,0
20000,1,2,2,34,0,15907,1498,0.79535,0
200000,2,2,1,41,0,42292,3000,0.21146,0
500000,1,1,1,40,0,5255,721,0.01051,1
190000,2,2,2,28,1,0,0,0.0,0
70000,2,1,2,25,2,5730,2000,0.08185714285714285,1
220000,2,1,2,35,0,8304,11526,0.03774545454545455,1
50000,1,2,2,28,0,28864,2000,0.57728,0
50000,1,2,1,37,0,15175,1579,0.3035,0
50000,2,2,1,46,2,28390,2000,0.5678,0
70000,1,1,1,42,0,70730,3500,1.0104285714285715,0
80000,2,1,2,26,0,66982,2986,0.837275,0
50000,1,3,2,41,0,45487,1858,0.90974,0
150000,2,1,2,27,0,1345,0,0.008966666666666666,0
300000,2,1,1,36,0,540,1283,0.0018,0
50000,2,1,2,25,0,10973,1300,0.21946,0
170000,2,2,1,42,0,4600,2000,0.027058823529411764,0
350000,1,1,2,37,0,316,316,0.0009028571428571429,0
470000,2,2,2,33,0,43353,5000,0.09224042553191489,0
20000,1,2,2,25,0,13610,1360,0.6805,0
60000,2,2,2,23,1,45014,1774,0.7502333333333333,0
160000,2,2,2,23,0,122339,18518,0.76461875,0
150000,2,1,2,26,0,101569,3756,0.6771266666666667,0
20000,2,1,2,23,0,292,780,0.0146,0
210000,1,1,2,35,0,6808,4960,0.03241904761904762,0
50000,1,2,2,23,0,3352,18685,0.06704,0
210000,2,1,2,31,0,15332,10000,0.07300952380952382,0
